cluster,profissao,count
1,Adv. Da Uniao,1
1,Ag De Administracao/Gerente Ii,1
1,Ag De Administração / Subgeren,1
1,Ag. Adm.,1
1,Ag. Aux De Administração,1
1,Ag. Aux. De Administracao,1
1,Ag. De Escritorio,1
1,Ag.De Administração,1
1,Age. Aux. De Administração,1
1,Agente Aux. De Administração,1
1,Agente De Educação Infantil,1
1,Agente De Escritorio,1
1,Agente De Fazenda,1
1,Analista Cvm,1
1,Aposentad,1
1,Aposentado,1
1,Arquiteto,1
1,Aspirante Of Bm,1
1,Ass. Adm,1
1,Ass. Adm.,1
1,Assessor (Das-7),1
1,Assessor Da Presidência,1
1,Assessor Tec Parlamentar,1
1,Assist Tecnico A (Rio Arte),1
1,Assist. Adm.,1
1,Assistente Administrativo,1
1,Assistente Social / Diretor Ii,1
1,Assistente Social / Diretor Iv,1
1,Assistente Social/Coordenador,1
1,Aux De Enfermagem - 2º G,1
1,Aux De Enfermagem 2º Grau,1
1,Aux Tec Defesa Civil/Assist I,1
1,Aux. Tec. De Defesa Civil,1
1,Auxiliar De Enfermagem,1
1,Bailarino,1
1,Capitao,1
1,Capitao Bm,1
1,Capitão Bm,1
1,Chefe De Centro,1
1,Ciências Contábeis,1
1,Contador,1
1,Contador Da Controladoria,1
1,Copeiro,1
1,Diretor,1
1,Eletricista De Rede,1
1,Encarregado De Setor,1
1,Enfermeiro Lei 7946'18,1
1,Enfermeiro/Diretor Iv,1
1,Eng. Civil,1
1,Eng. Mecanico,1
1,Escrivao Pol.Fed. 2A Clas,1
1,Esp. Leg. Niv 3,1
1,Esp.Legislativo,1
1,Espec Leg Niv,1
1,Especialidade De Educação,1
1,Especialista De Educaçao,1
1,Especialista De Educação,1
1,Especialista De Educação - Lic,1
1,Estatutario,1
1,Farmaceutico/Chefe Iii,1
1,Fiscal De Tributos,1
1,Fisioterapeuta,1
1,Fuc. Publuco Estadual,1
1,Funprevi Aposentada,1
1,Geólogo,1
1,Guarda Miunicipal,1
1,Guarda Municpal,1
1,Inspetor Policial,1
1,Medico Clin Medica,1
1,Medico Otorrinolaringologia,1
1,Merendeira,1
1,Merendeira/ Diretor Iv,1
1,Musico Instrumentista,1
1,Odontologo Lei 7946´18,1
1,Oficial De Justica,1
1,Op. De Maquinas Copiadoras,1
1,Orientador Educacional,1
1,Pencionista/Ag Pol Fed 1º,1
1,Pensionista,1
1,Perito Papiloscopista,1
1,Pintor(Rioluz),1
1,Policia Militar,1
1,Proc Federal Incra,1
1,Procurador Geral Fed,1
1,Prof - Educação Fisica,1
1,Prof De Educacao Infantil,1
1,Prof De Educaçao Infantil Ii,1
1,Prof Ensino Fundamental,1
1,Prof I - Ciências,1
1,Prof I - Educaçao Fisica,1
1,Prof I - Educação Fisica,1
1,Prof I - Lingua Portuguesa,1
1,Prof I - Matematica - Lic. Ple,1
1,Prof I - Matemática,1
1,Prof I - Tec Comerciais,1
1,Prof I -Espanhol,1
1,Prof I Educação Fisica,1
1,Prof I Lingua Portuguesa,1
1,Prof I Matematica,1
1,Prof I- Educação Fisica,1
1,Prof I- Historia / Diretor Iv,1
1,Prof Ii - Licenciatura Plena,1
1,Prof Ii / Diretor Iv,1
1,Prof Ii/Diretor Iv,1
1,Prof. De Ed. Infantil,1
1,Prof. De Educ. Infantil,1
1,Prof. Educ. Infantil,1
1,Prof. I - Ciências,1
1,Prof. I - História,1
1,Prof. I História,1
1,Prof. I Lingua Portuguesa,1
1,Prof. Ii Lic. Plena,1
1,Prof.Educação Fisica,1
1,Prof.I,1
1,Prof.Ii Coordenador Pedagógico,1
1,Professor Adj De Ed Infantil,1
1,Professor De Educacao Infantil,1
1,Professor De Educação Infanti,1
1,Professor De Ensino Medio Fund,1
1,Professor De Ensino Religioso,1
1,Professor De Nivel Superior (Q,1
1,Professor Do Ensino Fundamenta,1
1,Professor Docente - 18 Horas,1
1,Professor Docente I,1
1,Professor Docente I - 18 Horas,1
1,Professor Educ. Infantil,1
1,Professor Ens. Fundamental,1
1,Professor Faetec I 20H,1
1,Professor I - Educação Fisica,1
1,Professor I - Historia,1
1,Professor I - Lingua Portugues,1
1,Professor I Geografia,1
1,Professor I Ingles,1
1,Professor I Matematica,1
1,Professor Ii / Diretor Adj,1
1,Professor Ii Diretor,1
1,Professor Ii Educação Fisica,1
1,Professor Ii/ Diretor,1
1,Professor Ii/ Diretor Iv,1
1,Professor Ii/Diretor Adjunto,1
1,Professor-Artes Plasticas,1
1,Professora De Ensino Fundament,1
1,Professora Matematica,1
1,Professorii,1
1,Professsor Ii,1
1,Profissional De Nivel Medio,1
1,Profissional De Nivel Medio (,1
1,Profissional De Nivel Médio,1
1,Profissional De Nivel Superior,1
1,Psicologo/Gerente Ii,1
1,Recepcionista,1
1,Sargento Pm,1
1,Servente/ Assistente I,1
1,Servente/Assist. I,1
1,Soldado Pm,1
1,Sub Tenente Bm,1
1,Tec Administrativo,1
1,Tec De Prod E Organizacao,1
1,Tec. De Processador De Dados,1
1,Tec. Judiciario,1
1,Tec. Judiciario Ii,1
1,Tec. Laboratorio Anal. Clinica,1
1,Tecn Assuntos Educacional,1
1,Tecnico,1
1,Tecnico De Contabilidade,1
1,Tecnico De Enfermagem,1
1,Tecnico De Fazenda,1
1,Tecnico De Laboratório,1
1,Tecnico Em Ead / Divulgação Ci,1
1,Tecnico Judiciario,1
1,Tecnico Judiciario Ii,1
1,Tecnico Judiciario Iii,1
1,Tecnico Universitario Ii,1
1,Tecnico Universitario Superior,1
1,Ten Coronel,1
1,Trabalhador,1
1,Técnico De Enfermagem,1
1,Técnico De Laboratório,1
1,Técnico Executivo,1
1,Técnico Universitário,1
1,Zelador (Sms) Chefe Iii,1
2,Professor Ii,444
2,Trabalhador,380
2,Merendeira,363
2,Servente,358
2,Professor,112
2,Prof Ii,69
2,Motorista,54
2,Copeiro,42
2,Datilografo,42
2,Professora,39
2,Prof. Ii,37
2,Inspetor De Alunos,31
2,Professor I,18
2,Pensionista,17
2,Professora Ii,17
2,Servente (Sms),14
2,Especialista De Educação,13
2,Recepcionista,13
2,Prof I,11
2,Copeiro (Sms),10
2,Enfermeiro,10
2,Prof.Ii,10
2,Zelador,10
2,Copeira,9
2,Tecnico De Enfermagem,9
2,Eletricista De Rede,8
2,Guarda Municipal,8
2,Servente(Sms),8
2,Tecnico De Laboratorio,8
2,Roupeiro,7
2,Telefonista,7
2,Operador De Maquinas Pesadas,6
2,Prof. I,6
2,Tecnico De Higiene Dental,6
2,Feitor,5
2,Prof,5
2,Tecnico Em Radiologia,5
2,Trabalhador/Subgerente Iv,5
2,Copeiro(Sms),4
2,Desenhista,4
2,Enfermeira,4
2,Militar Ativo,4
2,Motorista Operador,4
2,Professor Ii/Diretor Adjunto,4
2,Servente ( Sms),4
2,Trabalhador/Subgerente Iii,4
2,Datilografa,3
2,Digitador,3
2,Militar Inativo,3
2,Motorista Oficial,3
2,Operador De Maq Auxiliares,3
2,Prof I - Historia,3
2,Roupeiro (Sms),3
2,Roupeiro(Sms),3
2,Secretario Escolar,3
2,Tec Enfermagem,3
2,Tec. De Higiene Dental,3
2,Tec. De Laboratorio,3
2,Tecnico Nivel Medio,3
2,Vigilante,3
2,Copeiro ( Sms),2
2,Datilografo/Assistente Ii,2
2,Eletricista De Rede (Rio Luz),2
2,Eletricista De Rede (Rioluz),2
2,Especial/Assistente,2
2,Especial/Diretor Iv,2
2,Fonoaudiologa,2
2,Gari,2
2,Nutricionista,2
2,Oficial Adm,2
2,Oficial De Fazenda,2
2,Op. De Maquinas Pesadas,2
2,Operador De Maq. Aux.,2
2,Operador De Maq. Auxiliares,2
2,Prof I - Geografia,2
2,Prof I - Lingua Portuguesa,2
2,Prof Ii/Diretor Adjunto,2
2,Prof. De Ensino Fundamental,2
2,Prof. Docente Ii,2
2,Professor De Educação Infantil,2
2,Professor De Ensino Fundamenta,2
2,Professor I - Historia,2
2,Professor Ii / Diretor Adj,2
2,Professora I,2
2,Professora Inativa,2
2,Professora Matematica,2
2,Profissional De Nivel Superior,2
2,Programador Computador,2
2,Psicologo,2
2,Sanitarista,2
2,Secretaria 3,2
2,Tec De Prod E Organização,2
2,Tec. De Enfermagem,2
2,Tecnico De Radiologia,2
2,Trabalahador,2
2,Trabalhador (Sms),2
2,Trabalhador(Sms),2
2,Trabalhador/Chefe,2
2,Trabalhador/Supervisor De Ativ,2
2,Auxiliar De Serviços De Sude,1
2,Auxiliar Operacional,1
2,Bombeiro,1
2,Chefe De Divisao,1
2,Chefe De Manutençao,1
2,Contabilista,1
2,Copeiro ( Sms ),1
2,Cozinheiro,1
2,Cozinheiro (Qs),1
2,Cpoeiro,1
2,Datigrafo,1
2,Datilagrafo,1
2,Datiligrafo,1
2,Datilografo ( Sms ),1
2,Datilografo (Sms),1
2,Datilografo(Sms),1
2,Datilografo/ Assistente,1
2,Datilografo/Secretario Ii,1
2,Datilografo/Subg Iv,1
2,Datilografof/Assistente,1
2,Datilógrafo,1
2,Desenhista Tec.,1
2,Diretor Iv,1
2,Diretora Adjunta,1
2,Divisao Administ. Niteroi,1
2,Eletrecista De Rede (Rioluz),1
2,Eletricista Instalador,1
2,Emfermeiro,1
2,Enfermeira (Aposentado),1
2,Enfermeira Inativa,1
2,Enfermeiro/ Aposentada,1
2,Enfermeiro/Chefe Ii,1
2,Engenheiro,1
2,Esp.De Educação,1
2,Espec. De Educação,1
2,Especial/Assistente I,1
2,Especial/Assistente Ii,1
2,Especial/Chefeii,1
2,Especialista De Educaçao - Lic,1
2,Especialista Em Educacao,1
2,Especialista Em Educação,1
2,Fazenda,1
2,Feitor (Sms),1
2,Feitor/Subgerente Iv,1
2,Fonoaudiologo,1
2,Guarda De Edemias,1
2,Guarda De Endemia,1
2,Ii Sargento P M,1
2,Ii Sargento P.M,1
2,Ii Sargento P.M.,1
2,Iii Sargento Pm,1
2,Inativa,1
2,Insp. De Alunos,1
2,Inspetor Aluno,1
2,Inspetor De Alino,1
2,Inspetor De Aluno,1
2,Inspetor De Alunos/Chefe Ii,1
2,Isnpetor De Alunos,1
2,Lavadeiro,1
2,Lavandeiro,1
2,Lavandeiro (Sms),1
2,Lavandeiro(Sms),1
2,Mapotecario (Rioluz),1
2,Mec. De Maquinas,1
2,Medico Clinica Médica,1
2,Medico Neurologia,1
2,Medico Pediatra,1
2,Merdendeira,1
2,Merendeir,1
2,Merendeira (Ciep),1
2,Merendeira / Diretor,1
2,Merendeira Aposentada,1
2,Merendeira/ Assistente Ii,1
2,Merendeira/Chefe Ii,1
2,Merendeiro,1
2,Militar Reformado,1
2,Motorista ( Lei 1561/90),1
2,Motorista (Rioluz),1
2,Motorista Operador (Rioluz),1
2,Mrendeiro,1
2,Odontologica,1
2,Ofic.Cart.Policia,1
2,Op De Maquinas,1
2,Op. Maq. Auxiliares,1
2,Op.De Maq.Auxiliares,1
2,Oper.De Maquinas Pesadas,1
2,Operador De Maq.Pesadas,1
2,Operador De Mq.Pesadas,1
2,Operador Telex,1
2,Operadora De Camara Escura,1
2,Pencionista,1
2,Pprof Ii,1
2,Prefessor,1
2,Prof -Educação Fisica,1
2,Prof 1 Ling.,1
2,Prof 2 Lic. Plena,1
2,Prof Artes Plast,1
2,Prof De Educação Infantil,1
2,Prof Doc,1
2,Prof Docente,1
2,Prof Docente 2 A,1
2,Prof Docente I,1
2,Prof Docente Ii B Ref 7,1
2,Prof Historia Lic Plena,1
2,Prof I - Ciencias,1
2,Prof I - Ciências,1
2,Prof I - Estudos Socias,1
2,Prof I - Ligua Portuguesa,1
2,Prof I Educação De Musica,1
2,Prof I Educação Musical,1
2,Prof I Espanhol,1
2,Prof I Geografia,1
2,Prof I Historia - Lic .Plena,1
2,Prof I Lingua Portuguesa,1
2,Prof I Matematica,1
2,Prof I- Historia,1
2,Prof I- Matematica,1
2,Prof Ii - Lic. Plena,1
2,Prof Ii Aposenata,1
2,Prof Ii Lic Plena,1
2,Prof Ii- Aposentada,1
2,Prof Ii/ Diretor Iv,1
2,Prof-Educação Fisica,1
2,Prof-Lingua Portuguesa,1
2,Prof.,1
2,Prof. 1,1
2,Prof. 2,1
2,Prof. Classe 2,1
2,Prof. De Educação Infantil,1
2,Prof. Frances,1
2,Prof. I - Ciências,1
2,Prof. I - Geografia,1
2,Prof. I - Lingua Portuguesa,1
2,Prof. I - Matem. / Diprofessor,1
2,Prof. I . Ed.Fisica,1
2,Prof. I Geografia,1
2,Prof. Ii - Lic. Plena,1
2,Prof. Ii Plena Licença,1
2,Prof.Docente Ii A,1
2,Prof.I Geografia Lic.Plen,1
2,Prof.I Ling. Portuguesa,1
2,Prof.Ii Historia,1
2,Prof.Ii Lic. Plena,1
2,Prof: 11 Lic. Plena,1
2,Profesoor Ii,1
2,Profesora,1
2,Professor - Frances,1
2,Professor 1 E 2 Grau,1
2,Professor 1 E 2 Graus,1
2,Professor 2,1
2,Professor 3º Grau,1
2,Professor Aposentada,1
2,Professor De Fisica,1
2,Professor De Historia,1
2,Professor De Matematica,1
2,Professor Docente I - 18 Hora,1
2,Professor Docente I - 18 Horas,1
2,Professor Docente Ii,1
2,Professor Docente Inativo,1
2,Professor Educação Fisica,1
2,Professor Faetec I 20 H,1
2,Professor I - Ciencias,1
2,Professor I - Ciências,1
2,Professor I - Ed. Musical,1
2,Professor I - Educação Fisica,1
2,Professor I - Educação Física,1
2,Professor I - Espanhol,1
2,Professor I - Ling. Portuguesa,1
2,Professor I -Matematica,1
2,Professor I Educaçao Fisica,1
2,Professor I Historia,1
2,Professor I Matemática,1
2,Professor I-Educação Fisica,1
2,Professor Ii - Historia,1
2,Professor Ii / Diretoprofessor,1
2,Professor Ii Coordenador Pedag,1
2,Professor Ii Diretor Adjunto,1
2,Professor Ii/ Assistente Ii,1
2,Professor Ii/ Diretor Iv,1
2,Professor Ii/Assistente Ii,1
2,Professor Primário,1
2,Professor/ Aposentado,1
2,Professor/Iiassistente,1
2,Professora I Matemática,1
2,Professora Lingua Portuguesa,1
2,Profi,1
2,Profii Lic Plen/Dir,1
2,Promotor De Vendas,1
2,Rad. Radiologista Enf,1
2,Recepcionista (Sms),1
2,Recepcionista / Gerente Iii,1
2,Ropeiro ( Sms),1
2,Roupeiro ( Sms),1
2,Sargento (Aposentado),1
2,Sargento Pm,1
2,Sb.Oficial Marinha Do Brasil,1
2,Sec. Saude Aux.Enfermagem,1
2,Secretaria Executiva,1
2,Secretaria Ii Inativa,1
2,Secretaria Jr,1
2,Segundo-Sargento,1
2,Servente / Assistente Ii,1
2,Servente Supervisor,1
2,Servente/Assit.,1
2,Servente/Chefe,1
2,Sevente,1
2,Soldado Pm,1
2,Sub Oficial,1
2,Subtenente,1
2,Subtenete Pm,1
2,Tec Assuntos Educacionais,1
2,Tec De Cadastro Rural,1
2,Tec De Hig Dental,1
2,Tec De Prod E Organizaçao,1
2,Tec De Saude Publico,1
2,Tec Judiciario,1
2,Tec Judiciario 1,1
2,Tec Radiologia,1
2,Tec. Ass. Educacional,1
2,Tec. De Contabilidade,1
2,Tec. De Procuradoria,1
2,Tec. Em Radiologia,1
2,Tec. Fazenda,1
2,Tec. Laboratorio,1
2,Tec. Preidenciario Niv.3,1
2,Tec.Judicarioii,1
2,Tecn. De Produção E Organizaçã,1
2,Tecnica De Laboratorio,1
2,Tecnica E Educacao,1
2,Tecnico,1
2,Tecnico Contabilidade,1
2,Tecnico De Equipamentos Médico,1
2,Tecnico De Laboratorio Hemoter,1
2,Tecnico De Laboratorio Lei 794,1
2,Tecnico De Laboratório,1
2,Tecnico De Nivel Medio,1
2,Tecnico De Produção E Organiza,1
2,Tecnico De Saude Publica,1
2,Tecnico Judiciario,1
2,Tecnico Laboratorio,1
2,Telefomista,1
2,Trabalhador ( Rio Luz),1
2,Trabalhador (Qs),1
2,Trabalhador / Secretario I,1
2,Trabalhador / Subgerente Iii,1
2,Trabalhador 2 ( Rio Esportes),1
2,Trabalhador Chefe 2,1
2,Trabalhador/ Assistente Ii,1
